User ID,Basic Salary
1,29817
2,38412
3,42915
4,25176
5,39218
6,41109
7,12173
8,31329
9,36275
10,12714
11,35948
12,28050
13,41619
14,16464
15,-24570
16,47967
17,48107
18,40294
19,37838
20,28448
21,33694
22,16877
23,39143
24,36578
25,46582
26,-19217
27,27802
28,27108
29,31550
30,19251
31,35552
32,17934
33,25936
34,17365
35,11007
36,31258
37,13028
38,20313
39,39383
40,-24420
41,28241
42,24878
43,25548
44,36186
45,47533
46,31105
47,30165
48,37118
49,23549
50,16969
51,37394
52,49029
53,49365
54,-23419
55,26877
56,29682
57,34307
58,28942
59,16118
60,20364
61,14523
62,46532
63,14203
64,31338
65,24791
66,19125
67,27691
68,33511
69,46652
70,22466
71,24889
72,37158
73,11848
74,29514
75,35769
76,30133
77,42826
78,18070
79,48144
80,13646
81,22780
82,46908
83,38941
84,49029
85,35270
86,38766
87,34864
88,49416
89,13196
90,28910
91,16491
92,23915
93,30233
94,35997
95,27838
96,-39630
97,48343
98,19419
99,10876
100,34073
101,47364
102,23859
103,37060
104,29600
105,44574
106,12895
107,18491
108,35277
109,32557
110,25622
111,10178
112,43104
113,23736
114,19505
115,17426
116,25293
117,46323
118,25568
119,21496
120,35181
121,45515
122,10330
123,21133
124,41136
125,20149
126,47223
127,24985
128,33866
129,16820
130,45175
131,48215
132,49879
133,16452
134,45705
135,18608
136,17504
137,20712
138,28689
139,42630
140,26155
141,42028
142,41644
143,41898
144,23919
145,44139
146,34782
147,48033
148,24675
149,48685
150,29848
151,16438
152,43206
153,25818
154,36000
155,30954
156,30589
157,35858
158,11434
159,47460
160,28485
161,21525
162,49535
163,13154
164,17024
165,38397
166,37546
167,20826
168,23640
169,33901
170,34884
171,23642
172,20093
173,22508
174,30790
175,25122
176,45948
177,40469
178,16494
179,30605
180,14096
181,31428
182,43127
183,16469
184,36629
185,10198
186,39426
187,18191
188,17956
189,23564
190,41803
191,29448
192,12293
193,44984
194,13774
195,10927
196,24469
197,21674
198,27874
199,14785
200,11350
201,30828
202,41053
203,11957
204,15878
205,45772
206,41140
207,39634
208,32566
209,39363
210,36915
211,49129
212,47741
213,32126
214,35157
215,46919
216,32108
217,48712
218,26665
219,17141
220,43759
221,25940
222,35981
223,31934
224,14618
225,13580
226,49620
227,29481
228,24362
229,38575
230,31627
231,45232
232,15153
233,43370
234,42413
235,13408
236,30945
237,38155
238,48365
239,16607
240,44679
241,49301
242,16737
243,49596
244,45452
245,49788
246,40708
247,19710
248,11282
249,46799
250,44685
251,41592
252,26617
253,33674
254,16107
255,17947
256,48543
257,43922
258,48172
259,49284
260,36797
261,16476
262,40300
263,19854
264,27192
265,47085
266,26551
267,17747
268,34221
269,21976
270,21146
271,23804
272,46020
273,31183
274,21268
275,24461
276,12419
277,22475
278,18459
279,39608
280,49666
281,19397
282,26821
283,30472
284,11002
285,46829
286,19457
287,49041
288,21392
289,20189
290,37388
291,28365
292,39411
293,14846
294,34666
295,40486
296,35263
297,41837
298,17090
299,43596
300,33068
301,33514
302,39088
303,21629
304,13132
305,46662
306,39185
307,42769
308,31861
309,12653
310,12840
311,12896
312,37367
313,44062
314,30469
315,20394
316,16002
317,27623
318,11103
319,46190
320,23323
321,37153
322,28064
323,17848
324,44098
325,48208
326,42594
327,27852
328,21427
329,34378
330,17450
331,22055
332,39853
333,47383
334,29024
335,11740
336,49819
337,28734
338,32583
339,18791
340,44524
341,29354
342,46175
343,40127
344,33797
345,11221
346,16826
347,29565
348,49292
349,44847
350,20884
351,36073
352,24552
353,41495
354,31699
355,46603
356,29232
357,21326
358,39335
359,32370
360,15912
361,28935
362,11874
363,48121
364,13526
365,36620
366,45109
367,13464
368,22610
369,19593
370,20283
371,28707
372,17351
373,38980
374,26574
375,48943
376,25396
377,16301
378,49134
379,21435
380,37431
381,13790
382,29385
383,47673
384,33047
385,46692
386,11766
387,36549
388,23063
389,19838
390,39774
391,26726
392,35515
393,17126
394,18095
395,12725
396,33758
397,15896
398,11532
399,12486
400,42829
401,22753
402,33155
403,40072
404,14619
405,36783
406,33435
407,44437
408,28430
409,43630
410,15958
411,25059
412,33613
413,27271
414,31065
415,13408
416,17481
417,21633
418,25855
419,47932
420,16077
421,30127
422,26965
423,43347
424,31046
425,19744
426,12386
427,10481
428,18133
429,44411
430,21341
431,39473
432,35748
433,30662
434,11634
435,38963
436,23958
437,46502
438,11722
439,45301
440,19900
441,27910
442,27279
443,38808
444,24428
445,10307
446,21848
447,19136
448,14399
449,31280
450,40164
451,41841
452,40325
453,35454
454,46033
455,33511
456,17222
457,38919
458,37712
459,27636
460,11106
461,36266
462,17248
463,43936
464,29421
465,10186
466,17429
467,28733
468,26624
469,41561
470,45710
471,39746
472,21732
473,17312
474,26802
475,31296
476,24209
477,15534
478,38709
479,25152
480,10403
481,23140
482,12050
483,35496
484,38489
485,47065
486,35758
487,45583
488,37831
489,21606
490,38224
491,33566
492,22577
493,23073
494,39425
495,46194
496,29659
497,15116
498,12499
499,34981
500,24662
501,49574
502,46507
503,33621
504,36053
505,41252
506,42889
507,24037
508,46647
509,49706
510,21826
511,28178
512,12546
513,20487
514,42712
515,35407
516,12733
517,19287
518,41723
519,15243
520,12526
521,46067
522,11782
523,17783
524,43166
525,34268
526,14961
527,40026
528,15683
529,34047
530,25327
531,20587
532,10354
533,24062
534,23953
535,36085
536,45891
537,48480
538,29456
539,41339
540,34338
541,18250
542,43256
543,33992
544,35471
545,44397
546,33275
547,29185
548,10689
549,41596
550,49544
551,10224
552,12792
553,37198
554,-46271
555,38067
556,41010
557,35253
558,13569
559,45726
560,35302
561,16414
562,49437
563,38509
564,10241
565,31328
566,43422
567,46102
568,46559
569,20136
570,35007
571,49210
572,15709
573,39775
574,10519
575,12358
576,37822
577,41387
578,36798
579,29378
580,22643
581,13258
582,29310
583,42854
584,14449
585,40796
586,22098
587,19802
588,15230
589,17814
590,16076
591,26736
592,29977
593,48128
594,24500
595,15168
596,38682
597,45606
598,17230
599,31675
600,25631
601,35597
602,30114
603,29893
604,10750
605,14254
606,29883
607,17770
608,10051
609,25933
610,49521
611,33182
612,28285
613,38440
614,15947
615,48599
616,20863
617,28804
618,10220
619,25484
620,41150
621,27711
622,45880
623,47909
624,48838
625,44229
626,34774
627,36218
628,18225
629,23647
630,25309
631,38321
632,18786
633,38954
634,13440
635,27086
636,21054
637,12829
638,36022
639,32289
640,20555
641,24572
642,23671
643,22503
644,32100
645,21853
646,23256
647,13434
648,19550
649,41958
650,36645
651,23676
652,19642
653,12544
654,40516
655,17118
656,16445
657,32020
658,32464
659,29705
660,14204
661,33010
662,41855
663,17640
664,41864
665,31432
666,35956
667,18512
668,20367
669,47796
670,21707
671,21648
672,28776
673,44905
674,48447
675,24040
676,28104
677,33500
678,10820
679,19349
680,21060
681,15458
682,18211
683,19678
684,26153
685,10004
686,29456
687,11125
688,13821
689,30159
690,46147
691,30129
692,12704
693,32270
694,35435
695,20809
696,28152
697,45718
698,40146
699,40102
700,34359
701,44367
702,21022
703,22282
704,15202
705,48251
706,28480
707,48170
708,11796
709,45441
710,23524
711,49835
712,14764
713,10627
714,29406
715,48670
716,16844
717,16959
718,45645
719,21808
720,46333
721,15384
722,31816
723,42263
724,46749
725,15647
726,27380
727,41354
728,43495
729,19493
730,25361
731,10922
732,22982
733,25097
734,44230
735,19969
736,44099
737,19535
738,19003
739,38724
740,25379
741,33821
742,35875
743,18841
744,26699
745,33811
746,43133
747,37240
748,29169
749,48673
750,31942
751,46121
752,29377
753,10766
754,30423
755,47096
756,45926
757,28698
758,28662
759,23968
760,45932
761,28191
762,12568
763,26234
764,37282
765,14632
766,41152
767,26531
768,19117
769,46493
770,37496
771,19191
772,32543
773,33563
774,47341
775,22762
776,30114
777,14442
778,40881
779,22812
780,29690
781,27072
782,42227
783,42522
784,10050
785,21598
786,17358
787,21973
788,11791
789,30747
790,30174
791,22912
792,23416
793,39179
794,42498
795,41425
796,44037
797,42877
798,33103
799,43855
800,27716
801,33348
802,32355
803,13323
804,35478
805,17596
806,46303
807,17209
808,23007
809,27727
810,35349
811,27810
812,36622
813,-12727
814,45581
815,29752
816,14835
817,26988
818,13306
819,21113
820,44718
821,48637
822,31129
823,40971
824,29489
825,24652
826,27165
827,15835
828,15882
829,30074
830,38097
831,48576
832,36545
833,21698
834,43808
835,24170
836,33752
837,48341
838,20003
839,42108
840,38643
841,19002
842,27052
843,40978
844,26222
845,10107
846,14082
847,26665
848,29266
849,49284
850,47839
851,18780
852,43505
853,29968
854,37575
855,46662
856,39518
857,11170
858,13266
859,46498
860,19080
861,49891
862,16408
863,37344
864,32380
865,20111
866,49934
867,36450
868,36044
869,39014
870,19240
871,11966
872,45307
873,22921
874,23038
875,37517
876,45973
877,35434
878,22074
879,35303
880,12541
881,48144
882,46477
883,17242
884,45958
885,16243
886,20367
887,16043
888,45657
889,31024
890,47529
891,33038
892,35968
893,21765
894,33318
895,48069
896,29351
897,45387
898,16605
899,49063
900,45049
901,33719
902,41997
903,47819
904,18156
905,28431
906,35086
907,45473
908,33334
909,25995
910,12591
911,45903
912,41020
913,11829
914,26378
915,36648
916,11658
917,28391
918,25132
919,40368
920,26525
921,25370
922,32969
923,28483
924,22348
925,29693
926,20044
927,10781
928,41188
929,19904
930,38904
931,44157
932,14307
933,15079
934,45419
935,40877
936,31762
937,11677
938,44587
939,13707
940,20718
941,30692
942,31196
943,16805
944,28655
945,35523
946,12557
947,44283
948,18882
949,10454
950,21934
951,30960
952,39647
953,20644
954,48389
955,14483
956,31794
957,35566
958,24001
959,15926
960,32518
961,45436
962,10706
963,23034
964,46495
965,31779
966,11661
967,17343
968,12320
969,41538
970,21279
971,19921
972,28154
973,39190
974,40989
975,16895
976,16776
977,40287
978,23450
979,39257
980,39034
981,31320
982,48624
983,30252
984,42345
985,35717
986,41614
987,43213
988,37234
989,23983
990,21267
991,49276
992,46482
993,29177
994,34915
995,15389
996,40411
997,25290
998,26311
999,10304
1000,25873
1001,46208
1002,40021
1003,10003
1004,12551
1005,14570
1006,40145
1007,15148
1008,17378
1009,28099
1010,21934
1011,20076
1012,22786
1013,46662
1014,21405
1015,35525
1016,35249
1017,33695
1018,34625
1019,31587
1020,35579
1021,46795
1022,40339
1023,43205
1024,22543
1025,36707
1026,22058
1027,24562
1028,37595
1029,16074
1030,31874
1031,28185
1032,20578
1033,36627
1034,49547
1035,-24869
1036,37342
1037,21646
1038,47250
1039,22280
1040,12109
1041,44409
1042,40085
1043,49520
1044,37891
1045,20655
1046,10607
1047,16693
1048,36938
1049,41372
1050,22883
1051,43515
1052,26605
1053,44099
1054,43014
1055,40695
1056,47014
1057,19492
1058,28197
1059,22445
1060,46649
1061,31160
1062,30170
1063,17506
1064,11258
1065,43830
1066,47534
1067,14674
1068,17993
1069,13371
1070,33568
1071,17149
1072,35389
1073,36068
1074,29495
1075,41822
1076,36731
1077,30167
1078,31757
1079,35126
1080,27544
1081,18148
1082,25671
1083,40830
1084,24587
1085,20855
1086,15983
1087,12903
1088,12824
1089,32737
1090,14394
1091,42886
1092,48066
1093,34868
1094,39463
1095,14410
1096,48743
1097,46152
1098,48806
1099,25757
1100,27543
1101,41827
1102,15183
1103,44266
1104,32143
1105,38650
1106,10102
1107,35678
1108,24568
1109,39345
1110,35735
1111,21314
1112,16882
1113,20278
1114,34215
1115,38969
1116,34834
1117,12004
1118,46591
1119,30647
1120,38808
1121,46761
1122,32892
1123,16970
1124,45059
1125,46416
1126,43774
1127,21196
1128,17027
1129,17868
1130,14878
1131,43379
1132,44857
1133,40298
1134,23706
1135,20698
1136,38356
1137,22825
1138,11876
1139,12678
1140,26429
1141,10670
1142,17774
1143,43027
1144,33681
1145,39179
1146,46236
