User ID,Basic Salary
1,47999
2,20212
3,48797
4,20910
5,42308
6,26557
7,13327
8,20600
9,12535
10,47105
11,23283
12,10948
13,19108
14,30799
15,20906
16,
17,16982
18,10113
19,20443
20,33425
21,44490
22,34934
23,47632
24,41648
25,39270
26,25308
27,42848
28,41571
29,31561
30,13085
31,18102
32,33935
33,17245
34,45735
35,23529
36,29826
37,32486
38,10798
39,42948
40,44503
41,46311
42,27738
43,25982
44,43114
45,24723
46,19349
47,49137
48,43367
49,24274
50,23511
51,47081
52,33711
53,16720
54,16743
55,30743
56,14437
57,43398
58,23345
59,18397
60,15677
61,26751
62,43682
63,22575
64,49033
65,41497
66,46560
67,20110
68,38267
69,17054
70,16669
71,22429
72,46086
73,24414
74,11682
75,28209
76,23098
77,28066
78,36526
79,39274
80,26119
81,16906
82,42511
83,27192
84,34066
85,35915
86,32329
87,39115
88,20007
89,39321
90,
91,49529
92,32481
93,34379
94,40350
95,44520
96,39567
97,28647
98,43308
99,22303
100,24048
101,13551
102,27200
103,21743
104,46958
105,33320
106,28751
107,39562
108,10619
109,18104
110,34076
111,24908
112,44275
113,37684
114,42316
115,35008
116,35618
117,10291
118,16028
119,44688
120,40885
121,46509
122,49445
123,18940
124,25833
125,22826
126,42786
127,10472
128,24845
129,39973
130,41853
131,23322
132,30661
133,26684
134,28827
135,27972
136,31100
137,12463
138,35142
139,45677
140,21908
141,32232
142,13193
143,10431
144,18904
145,18603
146,33257
147,20486
148,38248
149,22707
150,34952
151,12207
152,26096
153,17918
154,49790
155,29784
156,30720
157,23285
158,11349
159,45916
160,29432
161,13855
162,34188
163,34070
164,44833
165,31276
166,29603
167,37970
168,42486
169,48055
170,27231
171,12744
172,13761
173,47653
174,15337
175,45498
176,45499
177,35967
178,46918
179,47936
180,28084
181,14233
182,12412
183,38509
184,35259
185,40501
186,21999
187,26193
188,29728
189,15543
190,47701
191,33585
192,
193,17520
194,24995
195,14987
196,49547
197,15636
198,49083
199,18289
200,13638
201,17662
202,29514
203,19856
204,46750
205,33850
206,19936
207,23182
208,15144
209,34059
210,19046
211,48334
212,47060
213,48417
214,36439
215,19401
216,41773
217,12394
218,45533
219,31073
220,16210
221,31221
222,42908
223,16487
224,32003
225,39026
226,41075
227,37285
228,19257
229,31832
230,38046
231,11842
232,46923
233,20348
234,26735
235,17157
236,20214
237,24623
238,27375
239,41053
240,27566
241,44513
242,48538
243,13414
244,28401
245,15143
246,17903
247,20662
248,34205
249,28666
250,40126
251,30048
252,16354
253,13884
254,31451
255,12691
256,20110
257,34587
258,13268
259,29601
260,34979
261,17158
262,29223
263,19861
264,20925
265,20901
266,14112
267,48808
268,43148
269,17596
270,20202
271,34496
272,46997
273,24458
274,45570
275,37743
276,22271
277,28445
278,
279,22698
280,22440
281,29660
282,29828
283,26955
284,33966
285,11087
286,17105
287,42265
288,26497
289,34881
290,39366
291,17554
292,23752
293,19914
294,17228
295,13135
296,39902
297,40168
298,18396
299,16204
300,39435
301,39485
302,11360
303,38571
304,47204
305,45399
306,46977
307,49044
308,24349
309,42600
310,28132
311,23645
312,47113
313,37056
314,36124
315,10784
316,13134
317,43756
318,23364
319,35361
320,32704
321,49639
322,34793
323,37469
324,37127
325,46689
326,26475
327,25201
328,17869
329,34775
330,22473
331,22255
332,15908
333,41142
334,10244
335,12354
336,26200
337,21058
338,20695
339,47058
340,32929
341,45251
342,31950
343,28539
344,41643
345,15388
346,15921
347,49990
348,45098
349,37205
350,12312
351,34114
352,23226
353,18221
354,11677
355,34322
356,32787
357,32734
358,44104
359,42956
360,36152
361,23319
362,12901
363,28161
364,19962
365,22973
366,18250
367,27145
368,40842
369,49216
370,24377
371,38790
372,31809
373,39391
374,22242
375,17240
376,31548
377,32873
378,24520
379,
380,21477
381,48195
382,11118
383,14081
384,45300
385,23274
386,45123
387,22198
388,32805
389,12269
390,47005
391,18474
392,26969
393,36944
394,37638
395,23088
396,24182
397,36036
398,30753
399,24077
400,43316
401,34545
402,12715
403,39641
404,18297
405,42542
406,27103
407,10488
408,21427
409,18944
410,14736
411,25104
412,31990
413,36484
414,24373
415,29376
416,46755
417,19298
418,25834
419,49066
420,36402
421,44271
422,39802
423,18516
424,35634
425,33204
426,46332
427,15567
428,20985
429,32994
430,33307
431,47808
432,48095
433,43522
434,38876
435,42157
436,48257
437,33670
438,42151
439,23672
440,47840
441,44878
442,40095
443,13387
444,48493
445,32934
446,26139
447,26463
448,12222
449,37611
450,18355
451,37734
452,19945
453,47644
454,18289
455,32154
456,47775
457,23770
458,22752
459,14370
460,49662
461,45923
462,49704
463,31847
464,39207
465,41738
466,38922
467,11849
468,41322
469,41828
470,45159
471,16445
472,16299
473,23433
474,42719
475,46744
476,41795
477,19314
478,33089
479,49423
480,40741
481,38120
482,40338
483,29078
484,22877
485,17849
486,19003
487,32878
488,46310
489,26908
490,34706
491,40125
492,44736
493,17771
494,30490
495,21307
496,11523
497,49912
498,19977
499,22857
500,
501,43567
502,11578
503,26809
504,47083
505,15782
506,42074
507,19056
508,30103
509,45383
510,24176
511,33087
512,49324
513,49887
514,18584
515,48564
516,33922
517,45744
518,15916
519,25017
520,30567
521,15025
522,45123
523,21570
524,48261
525,27255
526,34268
527,25611
528,22838
529,25652
530,14605
531,33089
532,15725
533,26435
534,34753
535,10683
536,47926
537,40679
538,14932
539,12463
540,38361
541,29539
542,16481
543,11613
544,17153
545,18490
546,17369
547,21302
548,21445
549,32247
550,42246
551,16351
552,24320
553,27734
554,32928
555,19372
556,28194
557,40209
558,31261
559,30277
560,40320
561,14719
562,35213
563,41075
564,16188
565,41574
566,31026
567,31585
568,20285
569,13840
570,20572
571,27098
572,41333
573,43836
574,41220
575,16121
576,34031
577,24434
578,11994
579,20148
580,26067
581,19792
582,30623
