User ID,Basic Salary
1,34639
2,46980
3,24264
4,14442
5,11889
6,13028
7,32760
8,42795
9,31308
10,49167
11,49811
12,16581
13,48699
14,48616
15,47782
16,18057
17,49334
18,38466
19,47564
20,39128
21,13000
22,31052
23,23665
24,41602
25,48170
26,34156
27,40236
28,48345
29,45704
30,32574
31,31090
32,37698
33,19737
34,26890
35,22453
36,22629
37,27080
38,29577
39,16597
40,40291
41,24959
42,15365
43,40719
44,39637
45,18233
46,40425
47,10218
48,11777
49,36959
50,32923
51,16908
52,39401
53,45456
54,34748
55,16136
56,26816
57,15967
58,17382
59,36402
60,37076
61,40548
62,19138
63,12839
64,49053
65,42958
66,18189
67,22919
68,41195
69,26111
70,25702
71,32369
72,27117
73,48513
74,34264
75,47474
76,45999
77,15116
78,14332
79,44794
80,27518
81,31033
82,29967
83,18028
84,25386
85,28222
86,41060
87,41845
88,21742
89,44069
90,46197
91,47083
92,42195
93,30775
94,20971
95,40957
96,43786
97,10939
98,39363
99,28081
100,24791
101,45196
102,33159
103,27414
104,41505
105,36909
106,25178
107,30857
108,42627
109,31537
110,24901
111,21176
112,29563
113,38763
114,16090
115,40902
116,37018
117,40430
118,39565
119,19730
120,32253
121,19568
122,21089
123,10907
124,23936
125,14468
126,33189
127,48073
128,35719
129,16728
130,31874
131,43508
132,12397
133,12481
134,22961
135,25641
136,27060
137,21313
138,15046
139,20798
140,39639
141,38940
142,23513
143,21563
144,19247
145,44174
146,42523
147,43212
148,35651
149,16328
150,45042
151,29205
152,42046
153,18710
154,34166
155,35938
156,45586
157,10231
158,28383
159,32514
160,15946
161,32647
162,46480
163,23005
164,26813
165,24740
166,22931
167,47221
168,32277
169,21067
170,44257
171,48261
172,32027
173,32552
174,25476
175,27284
176,22684
177,32556
178,15128
179,17273
180,40207
181,49753
182,14876
183,25761
184,25114
185,19377
186,27925
187,32161
188,20524
189,32606
190,26154
191,49909
192,13386
193,12863
194,17091
195,18598
196,23197
197,28161
198,48077
199,10176
200,20062
201,34081
202,30436
203,39586
204,32806
205,14548
206,40650
207,40711
208,35238
209,24850
210,35952
211,36703
212,42000
213,24098
214,32616
215,12549
216,21498
217,36078
